wavelength	s1	s2	s3	s4	s5	s6	s7	s8
1.53344	-46.5207	-46.3333	-47.7425	-50.9274	-45.5113	-46.5917	-42.276	-44.1175
1.53343	-44.6453	-41.1616	-44.6555	-45.9967	-42.0999	-48.5947	-44.1999	-43.7712
1.53342	-40.3148	-38.1461	-41.9003	-42.7967	-39.4701	-47.3899	-45.1615	-43.461
1.53342	-37.0874	-36.2661	-39.9395	-40.8106	-37.6664	-45.2332	-44.3634	-43.6175
1.53341	-34.886	-35.1623	-38.6851	-39.6543	-36.5202	-43.6825	-42.7094	-44.5727
1.5334	-33.4442	-34.6901	-38.0444	-39.1523	-35.9185	-42.874	-41.1527	-46.8179
1.53339	-32.6091	-34.8072	-37.9759	-39.2384	-35.8013	-42.7216	-39.9638	-51.7419
1.53338	-32.3062	-35.5478	-38.4887	-39.9217	-36.1469	-43.144	-39.1402	-61.082
1.53337	-32.5122	-37.0391	-39.642	-41.2916	-36.961	-44.0488	-38.6168	-49.3514
1.53336	-33.2445	-39.5801	-41.528	-43.5762	-38.2642	-45.2324	-38.3177	-43.4515
1.53336	-34.5575	-43.8356	-44.0657	-47.3655	-40.0469	-46.2161	-38.1683	-39.8983
1.53335	-36.5261	-49.253	-45.8284	-54.8742	-42.0877	-46.3694	-38.102	-37.501
1.53334	-39.096	-45.0881	-44.3091	-62.7275	-43.5114	-45.6742	-38.0709	-35.8474
1.53333	-41.3133	-40.3023	-41.4928	-51.0125	-43.2036	-44.7658	-38.0565	-34.7537
1.53332	-40.9889	-37.453	-39.2334	-46.9919	-41.7582	-44.1654	-38.0735	-34.1299
1.53331	-38.9696	-35.794	-37.7242	-45.1894	-40.3411	-44.1293	-38.1627	-33.936
1.5333	-37.2494	-34.9826	-36.8814	-44.7064	-39.3807	-44.837	-38.3781	-34.1659
1.5333	-36.3056	-34.8826	-36.6464	-45.3149	-38.9405	-46.5759	-38.7772	-34.8454
1.53329	-36.1645	-35.4575	-37.0207	-46.9139	-39.0045	-50.0878	-39.417	-36.0391
1.53328	-36.8362	-36.6944	-38.0832	-48.5683	-39.5473	-58.3732	-40.3566	-37.87
1.53327	-38.3278	-38.3698	-40.0469	-47.2206	-40.526	-56.7441	-41.6645	-40.5464
1.53326	-40.2282	-39.2999	-43.4599	-43.6742	-41.8143	-48.2089	-43.4319	-44.2386
1.53325	-40.4587	-37.8801	-50.0939	-40.5292	-43.0576	-43.9175	-45.7961	-47.1365
1.53325	-37.9281	-35.2528	-54.3495	-38.1803	-43.6315	-41.2447	-48.9869	-44.8954
1.53324	-35.0456	-32.87	-45.4105	-36.5146	-43.2352	-39.4984	-53.4086	-41.6488
1.53323	-32.8529	-31.0508	-41.0996	-35.422	-42.3524	-38.4064	-59.3416	-39.4394
1.53322	-31.4063	-29.7711	-38.6841	-34.8403	-41.5774	-37.842	-61.724	-38.1375
1.53321	-30.6435	-28.9712	-37.3471	-34.7507	-41.2087	-37.7455	-59.1836	-37.558
1.5332	-30.5341	-28.6086	-36.804	-35.1774	-41.3673	-38.0951	-58.4925	-37.617
1.53319	-31.0729	-28.6614	-36.9669	-36.2012	-42.1269	-38.8918	-60.5695	-38.3185
1.53319	-32.1546	-29.1229	-37.871	-38.0048	-43.5563	-40.1418	-68.7752	-39.7682
1.53318	-33.0601	-29.9881	-39.7033	-41.0098	-45.6275	-41.8056	-64.7154	-42.2611
1.53317	-32.0777	-31.218	-42.997	-46.3668	-47.6113	-43.6338	-55.6951	-46.6598
1.53316	-29.2539	-32.6386	-49.7602	-53.1755	-47.3927	-44.88	-51.0377	-57.5726
1.53315	-26.2554	-33.7632	-61.1295	-45.2984	-45.1312	-44.7459	-48.0523	-53.5711
1.53314	-23.7158	-33.9255	-46.3247	-40.433	-42.8959	-43.674	-46.0307	-45.5753
1.53313	-21.6755	-33.133	-41.5707	-37.6766	-41.3133	-42.5766	-44.6722	-41.9127
1.53313	-20.0647	-32.0753	-39.1106	-36.0662	-40.3912	-41.8549	-43.8075	-39.8318
1.53312	-18.8101	-31.2742	-37.8897	-35.2547	-40.0581	-41.5672	-43.3096	-38.672
1.53311	-17.8449	-30.9502	-37.6115	-35.1129	-40.2386	-41.6189	-43.0495	-38.1846
1.5331	-17.1013	-31.2136	-38.2559	-35.6261	-40.8051	-41.7748	-42.8735	-38.2677
1.53309	-16.4989	-32.1956	-40.0559	-36.8814	-41.4461	-41.6513	-42.6163	-38.8963
1.53308	-15.9363	-34.1661	-43.843	-39.117	-41.562	-40.9315	-42.166	-40.1045
1.53308	-15.2975	-37.8412	-54.2063	-42.8513	-40.6988	-39.6976	-41.5328	-41.9955
1.53307	-14.4827	-46.3326	-49.5079	-47.9047	-39.1809	-38.3112	-40.8361	-44.7705
1.53306	-13.4541	-47.3953	-41.0909	-45.3212	-37.6143	-37.0681	-40.2263	-48.6676
1.53305	-12.2527	-37.7774	-36.9699	-40.393	-36.3316	-36.1145	-39.8289	-52.3163
1.53304	-10.9672	-33.6163	-34.4433	-37.2632	-35.4444	-35.5097	-39.7389	-50.614
1.53303	-9.68784	-31.2897	-32.8546	-35.3199	-34.9841	-35.2825	-40.0397	-47.3983
1.53302	-8.48136	-30.0333	-31.9573	-34.1938	-34.9686	-35.4617	-40.8317	-45.2406
1.53302	-7.38834	-29.574	-31.6539	-33.7182	-35.4293	-36.0949	-42.2765	-43.9512
1.53301	-6.4299	-29.7584	-31.9284	-33.8318	-36.4239	-37.27	-44.6989	-43.2177
1.533	-5.61513	-30.3076	-32.8339	-34.5445	-38.0398	-39.158	-48.9416	-42.7788
1.53299	-4.94641	-30.4162	-34.5131	-35.935	-40.3302	-42.1306	-58.3008	-42.4034
1.53298	-4.42264	-29.0069	-37.2463	-38.1612	-42.8191	-47.1927	-54.4591	-41.9288
1.53297	-4.04108	-26.4159	-41.2555	-41.3528	-43.2789	-56.7108	-47.1635	-41.3251
1.53296	-3.79822	-23.7081	-43.0873	-44.2129	-41.0648	-49.7108	-43.4873	-40.6913
1.53296	-3.69017	-21.3387	-39.1505	-42.6705	-38.6456	-44.1688	-41.3221	-40.1747
1.53295	-3.71268	-19.3744	-35.6579	-39.4805	-36.8977	-41.3237	-40.0795	-39.9062
1.53294	-3.86088	-17.7788	-33.4431	-37.1848	-35.8438	-39.8109	-39.5439	-39.9867
1.53293	-4.12883	-16.4991	-32.1898	-35.841	-35.4168	-39.1916	-39.6509	-40.5015
1.53292	-4.50885	-15.4836	-31.7255	-35.3056	-35.5833	-39.304	-40.4398	-41.5331
1.53291	-4.99066	-14.6804	-32.0182	-35.5345	-36.3442	-40.0934	-42.0827	-43.1339
1.5329	-5.56044	-14.0322	-33.1713	-36.6118	-37.6861	-41.4973	-45.0522	-45.0935
1.5329	-6.20011	-13.4716	-35.5095	-38.8394	-39.3529	-43.1289	-51.0142	-46.1545
1.53289	-6.88724	-12.9216	-39.8688	-43.1339	-40.2226	-43.6459	-70.6612	-44.7831
1.53288	-7.59645	-12.3051	-45.3373	-52.6953	-38.9839	-42.086	-49.1466	-42.3132
1.53287	-8.30289	-11.5673	-39.2092	-46.0312	-36.6546	-39.7946	-43.621	-40.1521
1.53286	-8.98768	-10.6952	-34.0863	-39.4631	-34.5158	-37.8381	-40.5551	-38.5855
1.53285	-9.64356	-9.72027	-30.9734	-35.9469	-32.8965	-36.4356	-38.657	-37.5952
1.53285	-10.2783	-8.69998	-29.0051	-33.829	-31.8001	-35.5743	-37.5117	-37.1438
1.53284	-10.9134	-7.69427	-27.8136	-32.6018	-31.1865	-35.2206	-36.9415	-37.2281
1.53283	-11.5798	-6.75125	-27.2124	-32.0728	-31.0313	-35.3629	-36.8623	-37.8975
1.53282	-12.3111	-5.90377	-27.0531	-32.1848	-31.3365	-36.0173	-37.2344	-39.2853
1.53281	-13.1384	-5.17173	-27.1059	-32.9769	-32.1354	-37.2221	-38.0338	-41.6981
1.5328	-14.0862	-4.56588	-26.9337	-34.6106	-33.4991	-38.9874	-39.2128	-45.8767
1.53279	-15.1678	-4.09115	-26.0124	-37.5112	-35.5343	-41.031	-40.6067	-52.1699
1.53279	-16.3794	-3.74891	-24.281	-43.0095	-38.2697	-42.0622	-41.7693	-47.5674
1.53278	-17.6896	-3.53841	-22.1954	-53.5475	-40.8096	-40.8162	-42.0546	-42.0508
1.53277	-19.0252	-3.4575	-20.1648	-42.4907	-40.3747	-38.6262	-41.3791	-38.6996
1.53276	-20.2656	-3.50293	-18.3648	-37.21	-37.843	-36.7348	-40.3615	-36.5248
1.53275	-21.2739	-3.67031	-16.8357	-34.4156	-35.647	-35.3993	-39.5252	-35.1022
1.53274	-21.9774	-3.95371	-15.5657	-32.9048	-34.2163	-34.6019	-39.0883	-34.2364
1.53273	-22.4323	-4.34514	-14.5243	-32.3155	-33.489	-34.299	-39.1224	-33.8302
1.53273	-22.7887	-4.83376	-13.6733	-32.5619	-33.4049	-34.4659	-39.6516	-33.8374
1.53272	-23.2048	-5.40512	-12.9675	-33.7413	-33.9674	-35.0993	-40.6641	-34.2455
1.53271	-23.7986	-6.04077	-12.3544	-36.2082	-35.2644	-36.2083	-42.0149	-35.0714
1.5327	-24.6447	-6.71862	-11.7751	-40.7899	-37.521	-37.7763	-43.1407	-36.3671
1.53269	-25.7815	-7.41491	-11.1712	-43.912	-41.217	-39.6266	-43.0378	-38.2421
1.53268	-27.2054	-8.10805	-10.4974	-37.5025	-46.332	-41.0991	-41.6218	-40.9251
1.53268	-28.8268	-8.78378	-9.73466	-32.8644	-44.6522	-41.2018	-39.876	-44.9762
1.53267	-30.3812	-9.43995	-8.89492	-29.8939	-39.8999	-40.119	-38.4212	-52.454
1.53266	-31.4139	-10.0884	-8.01361	-27.9135	-36.9285	-38.8862	-37.4256	-64.2657
1.53265	-31.6507	-10.7528	-7.13513	-26.6045	-35.2194	-38.0426	-36.9106	-49.8149
1.53264	-31.3762	-11.4642	-6.30075	-25.7822	-34.4156	-37.7184	-36.8776	-45.3394
1.53263	-31.0798	-12.2551	-5.54268	-25.2904	-34.3775	-37.9092	-37.3468	-42.9273
1.53262	-31.0772	-13.1548	-4.88326	-24.9329	-35.0949	-38.5353	-38.3759	-41.4418
1.53262	-31.5235	-14.1852	-4.33668	-24.4419	-36.6595	-39.3536	-40.0843	-40.4598
1.53261	-32.5185	-15.3558	-3.91125	-23.5596	-39.201	-39.8074	-42.6932	-39.7702
1.5326	-34.1712	-16.6555	-3.61127	-22.2252	-42.0788	-39.2999	-46.4848	-39.2664
1.53259	-36.6033	-18.0386	-3.4384	-20.6141	-41.5579	-37.9904	-50.0838	-38.9155
1.53258	-39.6522	-19.4087	-3.39246	-18.9578	-38.2163	-36.5392	-48.0329	-38.7388
1.53257	-41.2975	-20.6209	-3.47182	-17.4099	-35.4467	-35.3735	-44.5934	-38.7942
1.53257	-39.4292	-21.539	-3.67336	-16.0389	-33.6431	-34.6563	-42.3636	-39.1631
1.53256	-36.9062	-22.1371	-3.99212	-14.8617	-32.6648	-34.4556	-41.146	-39.9501
1.53255	-35.1335	-22.5342	-4.42068	-13.8679	-32.4259	-34.8407	-40.6849	-41.2923
1.53254	-34.1478	-22.9148	-4.94821	-13.0323	-32.9285	-35.944	-40.7824	-43.354
1.53253	-33.8532	-23.4422	-5.55947	-12.3197	-34.2448	-38.0614	-41.1682	-46.0632
1.53252	-34.2058	-24.2337	-6.23406	-11.6863	-36.3623	-41.9724	-41.3513	-47.4494
1.53251	-35.2274	-25.3729	-6.94665	-11.0835	-38.0795	-50.1396	-40.7712	-44.983
1.53251	-37.0033	-26.9199	-7.66913	-10.4642	-36.3563	-46.5945	-39.423	-41.7108
1.5325	-39.6103	-28.8847	-8.37544	-9.79287	-32.899	-39.5198	-37.8317	-39.1778
1.53249	-42.419	-31.0754	-9.04839	-9.05512	-29.9734	-35.6915	-36.422	-37.3897
1.53248	-42.4133	-32.7278	-9.68585	-8.26075	-27.7999	-33.3155	-35.3735	-36.2122
1.53247	-39.6921	-32.8121	-10.3031	-7.43813	-26.2422	-31.8229	-34.7455	-35.5571
1.53246	-37.2106	-31.7431	-10.9299	-6.62365	-25.1716	-30.9856	-34.5655	-35.3838
1.53245	-35.5325	-30.6227	-11.6038	-5.85242	-24.4803	-30.7085	-34.8698	-35.6928
1.53245	-34.5547	-29.9338	-12.3639	-5.1531	-24.0513	-30.969	-35.729	-36.5273
1.53244	-34.1548	-29.7896	-13.2452	-4.54664	-23.7228	-31.8039	-37.2805	-37.9932
1.53243	-34.2395	-30.2263	-14.276	-4.04719	-23.2738	-33.3248	-39.7895	-40.3106
1.53242	-34.7095	-31.3057	-15.4731	-3.66369	-22.4904	-35.7752	-43.6861	-43.9483
1.53241	-35.3912	-33.1692	-16.834	-3.40141	-21.3081	-39.6642	-47.5594	-49.5628
1.5324	-35.9501	-36.1034	-18.3202	-3.26304	-19.8552	-45.1868	-44.4043	-50.345
1.5324	-35.9507	-40.4235	-19.8288	-3.24949	-18.3275	-43.9156	-40.2879	-45.1112
1.53239	-35.2445	-42.853	-21.1737	-3.36017	-16.8703	-39.1998	-37.6238	-41.837
1.53238	-34.1477	-38.9402	-22.1412	-3.59302	-15.5573	-36.3958	-36.0044	-39.9928
1.53237	-33.0557	-35.4413	-22.6522	-3.94419	-14.4118	-34.9286	-35.1495	-39.0888
1.53236	-32.1916	-33.2425	-22.8513	-4.40739	-13.4289	-34.4081	-34.9172	-38.8828
1.53235	-31.6422	-31.9571	-22.9826	-4.97285	-12.5873	-34.6082	-35.2256	-39.1898
1.53234	-31.4354	-31.3522	-23.2447	-5.62623	-11.8553	-35.1862	-35.9758	-39.7036
1.53234	-31.5808	-31.3096	-23.7598	-6.34748	-11.1942	-35.286	-36.9103	-39.8252
1.53233	-32.086	-31.7717	-24.6014	-7.11061	-10.562	-33.9283	-37.4176	-38.9666
1.53232	-32.9608	-32.707	-25.8214	-7.88541	-9.92002	-31.5532	-36.8379	-37.3203
1.53231	-34.2085	-34.0654	-27.4626	-8.64209	-9.24068	-29.1562	-35.3898	-35.5258
1.5323	-35.7958	-35.6712	-29.5401	-9.3588	-8.51444	-27.1457	-33.8063	-33.9683
1.53229	-37.5635	-37.0192	-31.942	-10.0293	-7.75096	-25.5843	-32.5151	-32.7718
1.53228	-39.0781	-37.3687	-34.1478	-10.6668	-6.97432	-24.4427	-31.6574	-31.9559
1.53228	-39.744	-36.6856	-35.177	-11.3013	-6.21499	-23.6741	-31.2755	-31.5129
1.53227	-39.5296	-35.7065	-34.9292	-11.9726	-5.50272	-23.2226	-31.4029	-31.433
1.53226	-39.0513	-34.9775	-34.4295	-12.7224	-4.86248	-23.0073	-32.1039	-31.7092
1.53225	-38.8397	-34.7063	-34.3882	-13.5882	-4.31318	-22.8905	-33.5088	-32.3326
1.53224	-39.1664	-34.9719	-35.1016	-14.6001	-3.86821	-22.6551	-35.8697	-33.2725
1.53223	-40.2216	-35.846	-36.825	-15.7771	-3.53655	-22.0573	-39.551	-34.4286
1.53223	-42.2963	-37.4564	-40.0743	-17.1204	-3.32395	-20.9919	-42.882	-35.5431
1.53222	-46.0743	-40.0457	-45.7485	-18.6004	-3.23387	-19.5829	-39.654	-36.1816
1.53221	-52.95	-43.9028	-45.3801	-20.133	-3.26805	-18.0539	-35.5853	-36.0608
1.5322	-50.2184	-46.9004	-39.2495	-21.5612	-3.4268	-16.5768	-32.8667	-35.4206
1.53219	-43.8743	-43.7358	-35.4948	-22.6891	-3.70896	-15.2387	-31.1576	-34.7267
1.53218	-40.2286	-40.058	-33.1738	-23.4129	-4.11148	-14.0684	-30.2055	-34.2941
1.53217	-37.9535	-37.6266	-31.7541	-23.8287	-4.62865	-13.0627	-29.8887	-34.278
1.53217	-36.5244	-36.1272	-31.0007	-24.16	-5.25089	-12.2016	-30.1563	-34.7707
1.53216	-35.7121	-35.3141	-30.8072	-24.6191	-5.96323	-11.4551	-30.9714	-35.8642
1.53215	-35.406	-35.0513	-31.1388	-25.3567	-6.74377	-10.787	-32.1756	-37.6696
1.53214	-35.5537	-35.2613	-32.0157	-26.4819	-7.56299	-10.1584	-33.1187	-40.1787
1.53213	-36.1376	-35.8886	-33.5232	-28.0949	-8.38546	-9.53311	-32.6015	-42.2762
1.53212	-37.1637	-36.8617	-35.8568	-30.3055	-9.17559	-8.88445	-30.6319	-41.2198
1.53211	-38.6487	-38.033	-39.4503	-33.1768	-9.90726	-8.20082	-28.3862	-38.4278
1.53211	-40.5812	-39.1031	-45.1452	-36.23	-10.5739	-7.48771	-26.4694	-36.0992
1.5321	-42.7767	-39.6761	-47.8619	-37.2576	-11.1931	-6.76437	-24.9907	-34.5451
1.53209	-44.5254	-39.6141	-42.3619	-35.6683	-11.8023	-6.0573	-23.9164	-33.6904
1.53208	-44.7791	-39.2236	-38.8445	-33.9091	-12.4489	-5.39392	-23.1795	-33.4745
1.53207	-43.7847	-38.9176	-36.8874	-32.8581	-13.1809	-4.79832	-22.6925	-33.8942
1.53206	-42.5965	-38.9704	-35.901	-32.5611	-14.0403	-4.28962	-22.3326	-35.0076
1.53206	-41.6839	-39.554	-35.6168	-32.9897	-15.0606	-3.882	-21.9312	-36.9141
1.53205	-41.0847	-40.8423	-35.8943	-34.177	-16.2639	-3.58549	-21.3059	-39.4881
1.53204	-40.6957	-43.136	-36.6232	-36.2437	-17.6552	-3.40699	-20.3534	-40.9019
1.53203	-40.3814	-47.1286	-37.6345	-39.3181	-19.2074	-3.35109	-19.1184	-38.7594
1.53202	-40.0366	-53.8396	-38.5892	-42.3766	-20.8345	-3.4207	-17.7443	-35.7314
1.53201	-39.6365	-50.711	-39.0015	-41.3065	-22.3624	-3.61733	-16.3721	-33.3976
1.532	-39.2452	-44.8907	-38.6678	-38.1378	-23.5614	-3.94099	-15.0915	-31.8153
1.532	-38.9769	-41.5382	-37.9368	-35.7793	-24.3051	-4.38984	-13.9431	-30.8582
1.53199	-38.9551	-39.5113	-37.2716	-34.3677	-24.711	-4.95922	-12.9348	-30.4219
1.53198	-39.3011	-38.3344	-36.9426	-33.7376	-25.046	-5.64025	-12.0551	-30.4111
1.53197	-40.1537	-37.8002	-37.0774	-33.8004	-25.554	-6.41782	-11.2812	-30.6831
1.53196	-41.7197	-37.812	-37.7588	-34.5549	-26.4094	-7.26826	-10.5829	-30.961
1.53195	-44.3906	-38.324	-39.0774	-36.0922	-27.7557	-8.15781	-9.92773	-30.8142
1.53195	-48.9544	-39.3026	-41.1242	-38.6174	-29.7719	-9.04391	-9.28499	-29.9505
1.53194	-52.7661	-40.6599	-43.7006	-42.2626	-32.7747	-9.88205	-8.6319	-28.5541
1.53193	-46.8982	-42.0962	-45.0124	-44.5148	-37.4531	-10.639	-7.95809	-27.0328
1.53192	-42.2467	-42.9288	-43.1423	-41.4612	-44.1567	-11.3069	-7.26723	-25.6591
1.53191	-39.2658	-42.6063	-40.466	-38.1064	-41.1741	-11.9097	-6.57471	-24.5377
1.5319	-37.2807	-41.5627	-38.4042	-35.8884	-36.5003	-12.4967	-5.90271	-23.6805
1.53189	-35.9801	-40.5357	-37.0526	-34.585	-34.0389	-13.128	-5.27508	-23.05
1.53189	-35.2146	-39.8947	-36.3195	-34.007	-32.903	-13.8631	-4.71368	-22.5709
1.53188	-34.9124	-39.7663	-36.1372	-34.0675	-32.7292	-14.7548	-4.23659	-22.129
1.53187	-35.0474	-40.2107	-36.4782	-34.7526	-33.4301	-15.8482	-3.85784	-21.5831
1.53186	-35.629	-41.2912	-37.3469	-36.0985	-35.1254	-17.1818	-3.58794	-20.8136
1.53185	-36.7049	-43.0558	-38.7576	-38.1175	-38.2888	-18.7841	-3.43463	-19.7883
1.53184	-38.3785	-45.2374	-40.6412	-40.3681	-44.7122	-20.658	-3.40363	-18.5773
1.53183	-40.8522	-46.1835	-42.494	-40.9061	-54.7772	-22.732	-3.4992	-17.2964
1.53183	-44.513	-44.3279	-42.9799	-38.8607	-41.6964	-24.7534	-3.72449	-16.0464
1.53182	-49.5972	-41.6563	-41.6663	-36.401	-36.8453	-26.2263	-4.08156	-14.8895
1.53181	-50.4134	-39.4845	-39.8957	-34.5029	-34.2302	-26.7915	-4.57112	-13.8526
1.5318	-46.1204	-37.9555	-38.4931	-33.2304	-32.7708	-26.7419	-5.19173	-12.9387
1.53179	-43.1625	-36.9995	-37.6275	-32.5102	-32.1114	-26.6435	-5.93841	-12.1346
1.53178	-41.4695	-36.5549	-37.2958	-32.2846	-32.1196	-26.8589	-6.8004	-11.417
1.53178	-40.6426	-36.5961	-37.4812	-32.5272	-32.7754	-27.5711	-7.75785	-10.7563
1.53177	-40.4635	-37.1374	-38.1843	-33.2408	-34.1547	-28.9244	-8.77819	-10.1208
1.53176	-40.7871	-38.2454	-39.4175	-34.4519	-36.4739	-31.1457	-9.81393	-9.48294
1.53175	-41.4441	-40.0749	-41.1485	-36.1912	-40.2332	-34.7543	-10.8063	-8.82419
1.53174	-42.1326	-42.9798	-43.0726	-38.3904	-45.9698	-41.3584	-11.6995	-8.13975
1.53173	-42.395	-47.9024	-44.1586	-40.476	-45.3839	-47.2826	-12.4637	-7.43855
1.53172	-41.9408	-56.2249	-43.4674	-40.9919	-40.2106	-38.4119	-13.1127	-6.73978
1.53172	-40.9929	-49.8544	-41.8973	-39.7026	-37.0835	-34.26	-13.7019	-6.0675
1.53171	-39.9865	-44.3762	-40.5148	-38.0915	-35.3239	-32.1006	-14.3083	-5.44578
1.5317	-39.2034	-41.3317	-39.6542	-36.9198	-34.4955	-31.0562	-15.0101	-4.89569
1.53169	-38.759	-39.481	-39.3676	-36.3235	-34.4258	-30.8254	-15.8766	-4.43418
1.53168	-38.6849	-38.3682	-39.6657	-36.3037	-35.0858	-31.3129	-16.9679	-4.07416
1.53167	-38.9712	-37.7822	-40.5778	-36.8719	-36.5657	-32.5441	-18.3402	-3.82527
1.53166	-39.564	-37.6052	-42.1402	-38.092	-39.1039	-34.6594	-20.0491	-3.6947
1.53166	-40.323	-37.7601	-44.222	-40.1218	-42.9454	-37.8911	-22.1443	-3.68797
1.53165	-40.9606	-38.1861	-45.7674	-43.2877	-45.2056	-41.5965	-24.6238	-3.8095
1.53164	-41.1055	-38.828	-44.8442	-47.957	-41.4198	-40.8151	-27.2489	-4.06304
1.53163	-40.6265	-39.6341	-42.3999	-50.0651	-37.7135	-37.2167	-29.1597	-4.45177
1.53162	-39.7963	-40.5659	-40.1476	-45.788	-35.2524	-34.5745	-29.4237	-4.97826
1.53161	-38.9867	-41.619	-38.4729	-42.3972	-33.6973	-32.9633	-28.685	-5.64392
1.53161	-38.4363	-42.8517	-37.3416	-40.331	-32.8211	-32.1493	-28.0107	-6.44805
1.5316	-38.266	-44.4157	-36.6747	-39.1479	-32.5091	-32.0049	-27.8215	-7.38597
1.53159	-38.5495	-46.6141	-36.4077	-38.5827	-32.7158	-32.4932	-28.2292	-8.44599
1.53158	-39.3615	-50.1219	-36.4894	-38.4556	-33.4473	-33.6547	-29.3059	-9.6049
1.53157	-40.801	-57.3684	-36.8714	-38.5949	-34.763	-35.6181	-31.1944	-10.8227
1.53156	-42.9593	-64.4062	-37.4934	-38.7945	-36.7972	-38.5938	-34.212	-12.0396
1.53155	-45.5038	-51.592	-38.266	-38.8341	-39.7989	-42.282	-38.9555	-13.1826
1.53155	-46.1922	-46.6437	-39.0611	-38.5901	-43.9874	-42.6966	-42.9502	-14.1876
1.53154	-43.7642	-43.699	-39.7358	-38.1282	-46.7929	-39.3726	-38.514	-15.0331
1.53153	-40.955	-41.7909	-40.2067	-37.6404	-43.8654	-36.6162	-34.6512	-15.7577
1.53152	-38.818	-40.5834	-40.5188	-37.3202	-40.755	-34.9003	-32.3844	-16.4463
1.53151	-37.3552	-39.9314	-40.8242	-37.3118	-38.8681	-34.0232	-31.1437	-17.1986
1.5315	-36.4631	-39.7728	-41.2992	-37.7305	-37.9382	-33.8626	-30.6418	-18.1081
1.5315	-36.0723	-40.0958	-42.0869	-38.7058	-37.7704	-34.4005	-30.7421	-19.2561
1.53149	-36.1547	-40.9326	-43.2638	-40.4496	-38.278	-35.7336	-31.3763	-20.7187
1.53148	-36.7211	-42.3708	-44.737	-43.4204	-39.4251	-38.1628	-32.4911	-22.5735
1.53147	-37.8286	-44.5948	-45.9173	-48.9609	-41.1162	-42.5884	-33.9636	-24.893
1.53146	-39.6061	-47.9958	-45.6863	-57.4422	-42.8396	-53.1992	-35.4176	-27.6586
1.53145	-42.3201	-53.3577	-44.0325	-47.5113	-43.2543	-47.366	-36.1118	-30.3526
1.53144	-46.5045	-57.4473	-42.0816	-42.3189	-41.894	-40.2655	-35.6479	-31.415
1.53144	-51.7989	-52.3717	-40.4508	-39.3589	-40.0938	-36.7198	-34.6087	-30.4479
1.53143	-49.2987	-48.7899	-39.2735	-37.5364	-38.6923	-34.6375	-33.6712	-29.0845
1.53142	-44.806	-46.9571	-38.543	-36.47	-37.869	-33.4375	-33.1294	-28.1593
1.53141	-42.0507	-46.2925	-38.2318	-36.0005	-37.6339	-32.8928	-33.0753	-27.8028
1.5314	-40.4353	-46.5984	-38.3199	-36.0687	-37.9937	-32.9115	-33.5541	-28.0004
1.53139	-39.5956	-47.9103	-38.7988	-36.682	-38.9943	-33.477	-34.6339	-28.7448
1.53138	-39.3516	-50.4931	-39.6669	-37.9181	-40.7341	-34.6391	-36.4562	-30.0708
1.53138	-39.6023	-54.6748	-40.9174	-39.975	-43.3102	-36.543	-39.332	-32.0806
1.53137	-40.2665	-56.2802	-42.5037	-43.3505	-46.2003	-39.5402	-44.031	-34.9953
1.53136	-41.2195	-51.6303	-44.2559	-49.7467	-46.4857	-44.6598	-51.6476	-39.262
1.53135	-42.2028	-47.9751	-45.7713	-61.9808	-43.881	-57.7241	-47.9534	-45.0422
1.53134	-42.7856	-45.7304	-46.5706	-47.7952	-41.4629	-49.3068	-42.8189	-45.1411
1.53133	-42.6411	-44.4877	-46.6885	-42.802	-39.9179	-42.8747	-40.2451	-41.2026
1.53133	-41.9352	-44.0411	-46.6836	-40.1036	-39.1886	-39.8935	-39.0969	-38.9876
1.53132	-41.1008	-44.3043	-47.0601	-38.5334	-39.2165	-38.3688	-38.9855	-38.12
1.53131	-40.4419	-45.217	-48.1119	-37.7033	-40.0277	-37.7646	-39.8352	-38.2102
1.5313	-40.0868	-46.5227	-49.9371	-37.4475	-41.7368	-37.8911	-41.7654	-38.9892
1.53129	-40.0711	-47.2057	-51.7683	-37.6915	-44.3812	-38.7037	-44.9135	-39.997
1.53128	-40.3892	-45.9534	-50.8556	-38.4069	-46.3447	-40.2616	-47.1666	-40.2772
1.53127	-41.0089	-43.5451	-47.6768	-39.5833	-44.0127	-42.7482	-43.985	-39.1862
1.53127	-41.8628	-41.2616	-44.7576	-41.1804	-40.4143	-46.5134	-40.1456	-37.438
1.53126	-42.8298	-39.4884	-42.5956	-42.9852	-37.6471	-51.2661	-37.4428	-35.8518
1.53125	-43.7322	-38.2509	-41.1123	-44.3211	-35.7131	-50.8972	-35.6529	-34.7171
1.53124	-44.4014	-37.5175	-40.2094	-44.2994	-34.4409	-47.2684	-34.5554	-34.0818
1.53123	-44.7975	-37.2713	-39.8318	-43.157	-33.7217	-45.0375	-34.0298	-33.9405
1.53122	-45.0333	-37.5276	-39.9686	-41.8201	-33.5047	-44.1158	-34.0234	-34.2912
1.53122	-45.2401	-38.3471	-40.6559	-40.7558	-33.7873	-44.2738	-34.5337	-35.1476
1.53121	-45.4118	-39.863	-41.9966	-40.0628	-34.6177	-45.476	-35.6101	-36.5288
1.5312	-45.332	-42.3341	-44.2182	-39.7197	-36.1227	-47.7213	-37.3754	-38.3916
1.53119	-44.7012	-46.1047	-47.8322	-39.6752	-38.595	-49.9158	-40.0882	-40.367
1.53118	-43.4855	-49.102	-53.6984	-39.8691	-42.8281	-48.4492	-44.2536	-41.3353
